flight_id,flight_duration,passenger_count,adult_passengers,child_passengers,business_class_ratio,is_international,total_food_demand
1403,10.8,211,193,18,0.15,0,361
1404,9.4,176,163,13,0.27,0,280
1405,8.4,67,63,4,0.1,1,124
1406,11.4,192,161,31,0.13,0,296
1407,6.9,135,126,9,0.08,1,144
1408,4.9,136,129,7,0.07,1,144
1409,10.6,107,100,7,0.18,0,163
1410,5.6,199,172,27,0.05,0,202
1411,2.3,212,199,13,0.16,0,148
1412,7.3,215,174,41,0.21,1,388
1413,9.8,160,131,29,0.27,0,259
1414,4.0,187,152,35,0.22,0,198
1415,4.9,54,50,4,0.16,0,59
1416,6.0,65,62,3,0.0,0,60
1417,7.4,162,130,32,0.13,0,235
1418,5.4,238,226,12,0.2,0,279
1419,4.0,50,43,7,0.21,0,53
1420,7.5,286,240,46,0.22,0,446
1421,8.5,279,249,30,0.16,0,413
1422,4.0,200,195,5,0.28,0,232
1423,5.7,266,238,28,0.19,0,320
1424,6.8,96,85,11,0.07,0,95
1425,1.2,53,53,0,0.29,0,39
1426,10.0,218,200,18,0.21,1,364
1427,4.3,141,115,26,0.0,0,144
1428,4.9,268,229,39,0.17,0,290
1429,9.6,212,174,38,0.06,0,336
1430,6.3,159,138,21,0.03,0,147
1431,5.8,142,118,24,0.08,1,173
1432,4.1,239,223,16,0.27,0,253
1433,7.3,169,138,31,0.2,1,292
1434,5.9,81,78,3,0.13,1,104
1435,1.9,259,239,20,0.05,0,175
1436,8.4,107,102,5,0.04,0,149
1437,9.7,226,191,35,0.17,0,386
1438,2.0,112,105,7,0.24,0,73
1439,11.7,118,116,2,0.22,0,182
1440,4.4,59,52,7,0.27,0,72
1441,4.3,249,235,14,0.27,1,334
1442,5.8,296,266,30,0.23,0,350
1443,11.4,83,69,14,0.01,1,144
1444,6.4,86,71,15,0.0,1,88
1445,5.2,242,196,46,0.1,0,266
1446,3.8,190,166,24,0.27,0,213
1447,5.7,160,140,20,0.03,0,161
1448,8.5,242,223,19,0.27,0,433
1449,9.4,265,235,30,0.14,0,398
1450,4.5,117,109,8,0.09,0,119
1451,9.7,274,233,41,0.23,0,445
1452,9.3,278,235,43,0.02,0,396
1453,11.3,221,220,1,0.16,1,413
1454,2.1,142,127,15,0.25,0,98
1455,4.9,213,201,12,0.28,0,267
1456,1.1,294,255,39,0.29,0,198
1457,4.1,258,238,20,0.16,0,306
1458,5.3,75,67,8,0.28,0,80
1459,6.9,82,74,8,0.19,1,108
1460,7.6,234,222,12,0.21,0,427
1461,6.1,210,189,21,0.21,1,247
1462,5.0,171,146,25,0.1,0,192
1463,3.7,250,243,7,0.07,1,287
1464,10.5,263,238,25,0.19,0,417
1465,7.3,146,138,8,0.18,1,254
1466,5.4,151,151,0,0.11,1,167
1467,9.2,216,194,22,0.28,0,336
1468,8.3,128,107,21,0.18,1,246
1469,9.0,206,184,22,0.16,0,322
1470,10.7,128,123,5,0.04,0,198
1471,7.6,186,183,3,0.06,1,300
1472,9.3,105,89,16,0.03,0,175
1473,1.8,190,163,27,0.27,0,125
1474,5.4,121,101,20,0.01,1,145
1475,6.3,188,161,27,0.07,0,201
1476,6.7,141,119,22,0.27,0,154
1477,4.0,122,112,10,0.02,1,139
1478,4.9,205,175,30,0.3,0,238
1479,3.3,89,82,7,0.04,0,98
1480,10.2,100,85,15,0.1,1,167
1481,5.1,51,44,7,0.02,0,53
1482,2.0,128,105,23,0.18,0,92
1483,10.8,69,59,10,0.15,0,114
1484,4.4,212,178,34,0.08,1,232
1485,1.5,98,88,10,0.02,0,61
1486,8.3,205,187,18,0.27,0,373
1487,8.2,264,240,24,0.22,0,404
1488,10.7,88,81,7,0.16,1,158
1489,2.7,88,76,12,0.11,0,52
1490,8.5,99,85,14,0.09,0,169
1491,6.5,91,79,12,0.1,0,94
1492,8.6,299,264,35,0.23,1,545
1493,9.0,234,231,3,0.12,1,410
1494,5.6,283,254,29,0.02,0,293
1495,9.3,52,51,1,0.24,0,91
1496,10.8,203,193,10,0.06,1,346
1497,9.4,243,214,29,0.01,1,441
1498,3.9,294,291,3,0.09,1,326
1499,6.7,157,153,4,0.1,0,167
1500,2.6,204,182,22,0.29,0,147
1501,10.0,74,64,10,0.13,0,115
1502,4.6,168,155,13,0.29,0,193
1503,6.6,225,185,40,0.2,0,248
1504,10.4,137,119,18,0.29,0,228
1505,5.8,274,222,52,0.02,0,286
1506,4.7,62,60,2,0.24,1,79
1507,10.8,137,111,26,0.09,0,213
1508,6.5,191,170,21,0.2,0,204
1509,10.9,198,167,31,0.27,0,346
1510,10.1,126,119,7,0.27,0,199
1511,3.1,242,206,36,0.16,0,251
1512,6.6,251,243,8,0.24,0,268
1513,6.3,158,154,4,0.03,0,169
1514,3.9,58,53,5,0.1,0,62
1515,3.1,74,67,7,0.18,1,86
1516,3.1,256,242,14,0.09,0,272
1517,6.3,172,165,7,0.01,0,183
1518,11.3,91,84,7,0.25,1,186
1519,4.0,300,290,10,0.04,0,292
1520,6.8,252,236,16,0.02,1,291
1521,10.2,298,294,4,0.04,1,516
1522,1.7,123,115,8,0.18,0,80
1523,11.8,207,186,21,0.14,1,364
1524,11.6,101,82,19,0.28,0,186
1525,6.0,244,230,14,0.0,1,245
1526,9.0,141,130,11,0.14,0,236
1527,5.9,182,174,8,0.0,0,173
1528,5.1,158,140,18,0.16,0,157
1529,10.9,208,172,36,0.07,0,339
1530,7.6,63,59,4,0.23,1,124
1531,8.9,71,63,8,0.07,0,121
1532,11.2,213,213,0,0.07,0,313
1533,11.6,283,273,10,0.25,0,494
1534,4.4,176,163,13,0.13,1,218
1535,9.9,280,232,48,0.08,0,454
1536,3.8,184,161,23,0.07,0,193
1537,1.7,154,127,27,0.17,0,99
1538,10.7,106,104,2,0.21,0,192
1539,7.0,93,91,2,0.21,1,182
1540,1.0,181,169,12,0.2,0,118
1541,9.5,163,140,23,0.09,1,270
1542,11.9,146,133,13,0.27,0,242
1543,3.9,215,190,25,0.05,0,231
1544,3.0,247,214,33,0.21,1,279
1545,1.8,293,271,22,0.19,0,187
1546,5.9,222,212,10,0.12,1,257
1547,6.0,55,48,7,0.04,1,61
1548,4.0,290,260,30,0.1,1,354
1549,10.1,184,154,30,0.23,1,336
1550,7.7,158,151,7,0.28,0,262
1551,11.0,139,112,27,0.09,1,261
1552,2.8,158,131,27,0.29,0,102
1553,7.8,278,251,27,0.03,0,454
1554,7.4,162,134,28,0.14,1,288
1555,11.7,283,242,41,0.26,0,499
1556,10.3,261,211,50,0.27,1,537
1557,1.4,142,125,17,0.22,0,95
1558,10.4,235,222,13,0.23,0,377
1559,3.6,204,196,8,0.22,1,253
1560,5.1,256,227,29,0.24,1,342
1561,7.5,51,51,0,0.04,0,75
1562,4.2,277,231,46,0.23,1,351
1563,2.2,108,98,10,0.16,0,69
1564,6.7,252,203,49,0.04,0,245
1565,11.1,221,219,2,0.26,0,350
1566,11.6,168,142,26,0.01,1,267
1567,7.9,205,195,10,0.13,0,335
1568,5.3,243,223,20,0.06,1,260
1569,5.3,185,158,27,0.03,0,172
1570,5.7,294,292,2,0.11,0,317
1571,11.5,62,51,11,0.16,1,115
1572,9.0,257,239,18,0.12,0,377
1573,5.2,124,113,11,0.24,1,166
1574,1.7,58,58,0,0.09,0,37
1575,2.3,77,64,13,0.15,0,49
1576,8.8,242,238,4,0.11,0,405
1577,11.7,134,119,15,0.18,0,214
1578,11.6,157,157,0,0.28,1,308
1579,2.5,55,54,1,0.24,0,39
1580,11.0,215,188,27,0.12,1,360
1581,3.3,84,80,4,0.17,0,97
1582,5.3,223,210,13,0.02,0,237
1583,9.7,282,268,14,0.24,0,445
1584,7.4,177,148,29,0.11,0,290
1585,7.5,71,60,11,0.0,1,115
1586,10.8,148,126,22,0.25,1,265
1587,6.4,168,161,7,0.29,1,196
1588,7.5,58,55,3,0.2,0,101
1589,5.1,115,113,2,0.06,0,121
1590,11.2,286,229,57,0.02,0,470
1591,10.5,86,85,1,0.04,0,121
1592,4.0,234,198,36,0.05,0,251
1593,7.3,248,204,44,0.27,0,423
1594,1.8,187,186,1,0.15,0,112
1595,9.5,214,184,30,0.22,0,342
1596,3.6,115,95,20,0.12,0,115
1597,5.5,156,156,0,0.12,0,177
1598,1.4,153,151,2,0.2,0,100
1599,1.9,102,97,5,0.3,0,70
1600,4.4,75,70,5,0.3,1,100
1601,7.2,186,156,30,0.2,1,352
1602,6.4,90,80,10,0.22,1,103
1603,10.2,166,134,32,0.16,0,264
1604,9.8,275,267,8,0.23,0,502
1605,2.5,95,82,13,0.21,0,57
1606,2.1,245,231,14,0.04,0,136
1607,2.8,60,58,2,0.29,0,40
1608,7.3,239,225,14,0.04,0,394
1609,9.7,223,188,35,0.07,0,331
1610,4.5,129,122,7,0.05,0,121
1611,11.6,276,257,19,0.18,0,454
1612,7.7,217,213,4,0.04,0,328
1613,10.5,142,125,17,0.07,1,229
1614,10.0,245,216,29,0.3,0,460
1615,3.8,214,197,17,0.23,1,272
1616,8.3,270,235,35,0.26,0,495
1617,4.7,111,110,1,0.14,1,131
1618,7.5,123,113,10,0.02,0,194
1619,7.9,145,144,1,0.13,0,232
1620,11.2,179,163,16,0.12,0,284
1621,9.1,167,137,30,0.19,1,315
1622,11.8,152,141,11,0.24,0,238
1623,5.7,201,178,23,0.23,1,251
1624,3.1,148,133,15,0.26,1,181
1625,8.5,59,49,10,0.23,1,117
1626,10.8,157,132,25,0.13,0,251
1627,5.4,195,186,9,0.21,0,214
1628,4.0,216,208,8,0.07,0,231
1629,6.4,124,112,12,0.05,0,135
1630,1.2,212,201,11,0.26,0,131
1631,10.1,241,218,23,0.13,0,414
1632,11.3,144,142,2,0.0,0,199
1633,2.6,140,139,1,0.19,0,98
1634,4.2,289,262,27,0.2,0,304
1635,10.8,203,200,3,0.21,0,309
1636,11.8,55,51,4,0.18,1,108
1637,3.6,209,178,31,0.19,0,229
1638,7.9,188,183,5,0.16,0,294
1639,7.4,193,188,5,0.01,0,284
1640,7.2,150,140,10,0.13,0,256
1641,8.5,190,171,19,0.19,1,337
1642,7.3,292,266,26,0.06,1,536
1643,11.2,143,127,16,0.22,0,241
1644,6.4,239,203,36,0.17,0,264
1645,11.5,193,175,18,0.28,0,319
1646,8.2,226,195,31,0.14,0,334
1647,4.7,242,213,29,0.04,0,270
1648,5.1,103,84,19,0.22,0,124
1649,5.6,125,113,12,0.26,0,132
1650,2.6,79,79,0,0.07,0,48
1651,9.2,192,161,31,0.02,1,319
1652,6.5,241,210,31,0.23,0,249
1653,10.4,231,208,23,0.21,0,349
1654,10.7,181,156,25,0.07,1,323
1655,10.1,74,73,1,0.09,0,111
1656,7.9,250,217,33,0.28,0,388
1657,3.8,253,205,48,0.2,0,264
1658,10.8,252,232,20,0.1,0,428
1659,5.3,208,204,4,0.25,1,281
1660,5.1,126,122,4,0.14,0,132
1661,8.2,203,167,36,0.25,1,360
